file,values
00243.txt,"[""'strategic""]"
03377.txt,"[""'fighter"", ""'strategy""]"
01227.txt,"[""'strategic""]"
01419.txt,"[""'casualties"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
00387.txt,"[""'destroy"", ""'military"", ""'overthrow"", ""'slaughter"", ""'terrorist"", ""'war""]"
00687.txt,"[""'strategist""]"
00550.txt,"[""'war""]"
01894.txt,"[""'rocket""]"
04073.txt,"[""'machine""]"
04337.txt,"[""'land""]"
00197.txt,"[""'assault"", ""'attack"", ""'bomb"", ""'coalition"", ""'deadly"", ""'death"", ""'destruction"", ""'explode"", ""'fight"", ""'bombs"", ""'guns"", ""'kill"", ""'land"", ""'guns"", ""'military"", ""'missile"", ""'security"", ""'strategy"", ""'terror"", ""'terrorism"", ""'threat"", ""'violence"", ""'war"", ""'weapons""]"
02001.txt,"[""'mission""]"
00474.txt,"[""'guns"", ""'land"", ""'guns"", ""'war"", ""'weapons""]"
01951.txt,"[""'land""]"
01655.txt,"[""'target""]"
02417.txt,"[""'strategy""]"
00300.txt,"[""'threat""]"
04261.txt,"[""'mission"", ""'strategy"", ""'war""]"
01582.txt,"[""'missile""]"
03752.txt,"[""'satellite"", ""'strategic"", ""'strategy""]"
02149.txt,"[""'attack"", ""'strategy"", ""'war""]"
03655.txt,"[""'war""]"
02585.txt,"[""'trap""]"
03812.txt,"[""'overrun""]"
00976.txt,"[""'land"", ""'military""]"
01257.txt,"[""'strategist""]"
00642.txt,"[""'strategist""]"
02005.txt,"[""'coalition"", ""'fight"", ""'land"", ""'military"", ""'tragic"", ""'war""]"
01394.txt,"[""'missile""]"
02201.txt,"[""'die"", ""'disease"", ""'fight"", ""'mission""]"
00922.txt,"[""'strategy""]"
00147.txt,"[""'trap"", ""'explosive"", ""'kill"", ""'target""]"
00219.txt,"[""'violence""]"
01333.txt,"[""'fight""]"
02099.txt,"[""'conspiracy""]"
01708.txt,"[""'proliferation""]"
00639.txt,"[""'bombs"", ""'security"", ""'tank"", ""'threat""]"
03703.txt,"[""'attack"", ""'coalition"", ""'fight"", ""'hostility"", ""'informant""]"
02967.txt,"[""'security"", ""'threaten""]"
03948.txt,"[""'tactics""]"
01496.txt,"[""'massacre"", ""'military"", ""'threat"", ""'weapons""]"
04163.txt,"[""'bomb"", ""'dead"", ""'disaster"", ""'explosion"", ""'explosive"", ""'missile"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
01691.txt,"[""'bomb"", ""'disaster"", ""'bombs"", ""'guns"", ""'guns"", ""'security"", ""'terrorism"", ""'threat""]"
00454.txt,"[""'attack"", ""'bomb"", ""'disaster"", ""'explode"", ""'explosion"", ""'explosive"", ""'bombs"", ""'military"", ""'missile"", ""'tank""]"
01067.txt,"[""'trap"", ""'die"", ""'strategy""]"
00629.txt,"[""'die"", ""'fatal""]"
03091.txt,"[""'target""]"
00720.txt,"[""'captive"", ""'security""]"
03728.txt,"[""'warfare"", ""'overthrow"", ""'radical"", ""'terror""]"
04345.txt,"[""'conspiracy"", ""'death"", ""'security"", ""'violence""]"
01032.txt,"[""'fight"", ""'target""]"
04295.txt,"[""'war""]"
02192.txt,"[""'strategy""]"
03679.txt,"[""'capture""]"
03564.txt,"[""'death"", ""'mission"", ""'seize""]"
02939.txt,"[""'capture"", ""'dead"", ""'fight"", ""'fighter""]"
02964.txt,"[""'land"", ""'satellite"", ""'weapons""]"
02290.txt,"[""'strategy"", ""'target""]"
03719.txt,"[""'strategist""]"
04254.txt,"[""'security"", ""'war""]"
04183.txt,"[""'target""]"
00779.txt,"[""'strategic""]"
03932.txt,"[""'injuries"", ""'security""]"
02519.txt,"[""'attack"", ""'escape"", ""'hostile"", ""'massacre"", ""'military"", ""'terrorist"", ""'war""]"
03796.txt,"[""'hostile"", ""'hostility"", ""'war""]"
04204.txt,"[""'flee"", ""'machine"", ""'overrun"", ""'secret""]"
03207.txt,"[""'explosion"", ""'fight"", ""'land"", ""'security"", ""'violence"", ""'war""]"
03354.txt,"[""'war""]"
01689.txt,"[""'machine""]"
02560.txt,"[""'escape"", ""'strategy""]"
03424.txt,"[""'fight"", ""'fighter""]"
00393.txt,"[""'capture"", ""'investigate"", ""'target""]"
03608.txt,"[""'extremism"", ""'security"", ""'strategy"", ""'terrorism""]"
04368.txt,"[""'hostile"", ""'strategy""]"
00137.txt,"[""'brutal""]"
03289.txt,"[""'tactics"", ""'threat""]"
01717.txt,"[""'strategic""]"
00700.txt,"[""'land""]"
02503.txt,"[""'execution"", ""'investigations""]"
03974.txt,"[""'land""]"
03113.txt,"[""'radical"", ""'secret"", ""'strategic""]"
03082.txt,"[""'radical"", ""'war""]"
03050.txt,"[""'mines"", ""'mines""]"
02184.txt,"[""'strategist""]"
00540.txt,"[""'radical"", ""'war""]"
03322.txt,"[""'attack"", ""'invasion"", ""'military"", ""'missile"", ""'war""]"
01283.txt,"[""'target""]"
00606.txt,"[""'tragic""]"
00231.txt,"[""'attack"", ""'death"", ""'die"", ""'investigate"", ""'military"", ""'security""]"
04216.txt,"[""'machine""]"
02173.txt,"[""'coalition"", ""'land"", ""'satellite"", ""'strategic"", ""'violence""]"
03449.txt,"[""'injuries""]"
02070.txt,"[""'target""]"
04385.txt,"[""'fight"", ""'security""]"
00459.txt,"[""'attack"", ""'dead"", ""'radical"", ""'rebel"", ""'security"", ""'strategic"", ""'threat"", ""'violence""]"
02963.txt,"[""'mission""]"
00184.txt,"[""'bomb"", ""'security"", ""'terrorism"", ""'threat""]"
03535.txt,"[""'death"", ""'satellite""]"
00502.txt,"[""'dead"", ""'security""]"
02263.txt,"[""'defiant"", ""'land"", ""'military"", ""'security"", ""'strategy"", ""'war""]"
00723.txt,"[""'brutal"", ""'destroy"", ""'disastrous"", ""'escape"", ""'land"", ""'secret""]"
04290.txt,"[""'defiant"", ""'fight"", ""'rage"", ""'war""]"
01965.txt,"[""'escape"", ""'strategist""]"
01137.txt,"[""'dead"", ""'fight"", ""'war""]"
03903.txt,"[""'die"", ""'disaster"", ""'injuries"", ""'secret"", ""'war""]"
03483.txt,"[""'explosive""]"
03243.txt,"[""'coalition""]"
03485.txt,"[""'destroy"", ""'fight""]"
00134.txt,"[""'attack"", ""'brutal"", ""'machine"", ""'notorious"", ""'seize"", ""'war""]"
04239.txt,"[""'satellite"", ""'wreckage""]"
03840.txt,"[""'death""]"
01154.txt,"[""'security""]"
01243.txt,"[""'bomb"", ""'security""]"
01534.txt,"[""'casualties"", ""'machine"", ""'security""]"
04056.txt,"[""'penetration"", ""'satellite""]"
01865.txt,"[""'injuries"", ""'missile""]"
02207.txt,"[""'rage""]"
02151.txt,"[""'penetration""]"
02455.txt,"[""'military"", ""'seize""]"
01986.txt,"[""'coalition"", ""'security"", ""'war""]"
01100.txt,"[""'secret"", ""'strategy""]"
04472.txt,"[""'fight"", ""'genocide"", ""'military"", ""'security"", ""'violence"", ""'war""]"
03714.txt,"[""'execute"", ""'execution""]"
04059.txt,"[""'suspect"", ""'vicious""]"
02354.txt,"[""'attack"", ""'fight"", ""'bombs"", ""'hostile"", ""'military"", ""'mission"", ""'rage"", ""'security"", ""'threat"", ""'war""]"
04215.txt,"[""'bomb"", ""'deadly"", ""'disaster"", ""'explosion"", ""'explosive"", ""'missile"", ""'wreckage""]"
02431.txt,"[""'violence""]"
02220.txt,"[""'investigate""]"
02241.txt,"[""'die""]"
00074.txt,"[""'coalition""]"
01839.txt,"[""'military"", ""'threat"", ""'threaten"", ""'war""]"
01993.txt,"[""'target""]"
01604.txt,"[""'bomb"", ""'kill""]"
01623.txt,"[""'attack"", ""'bomb"", ""'disaster"", ""'explode"", ""'explosion"", ""'investigations"", ""'military"", ""'missile"", ""'security"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
04018.txt,"[""'attack""]"
04021.txt,"[""'death""]"
01802.txt,"[""'land""]"
01279.txt,"[""'coalition""]"
02033.txt,"[""'strategy""]"
03055.txt,"[""'attack"", ""'fight"", ""'military"", ""'rebel"", ""'security""]"
02836.txt,"[""'surrender"", ""'terrorism""]"
03470.txt,"[""'mission""]"
02982.txt,"[""'security""]"
00370.txt,"[""'disastrous""]"
03586.txt,"[""'invasion"", ""'militia"", ""'rebel"", ""'secret""]"
04044.txt,"[""'machine""]"
02949.txt,"[""'threat""]"
03304.txt,"[""'disaster""]"
03757.txt,"[""'missile"", ""'security"", ""'weapon""]"
04410.txt,"[""'fight"", ""'terrorism""]"
01242.txt,"[""'land""]"
03401.txt,"[""'attack""]"
03143.txt,"[""'target""]"
02409.txt,"[""'target"", ""'weapons""]"
03949.txt,"[""'assault"", ""'fight"", ""'military"", ""'violence"", ""'war""]"
03078.txt,"[""'casualties"", ""'death"", ""'injuries"", ""'military""]"
03336.txt,"[""'bombs"", ""'hostile"", ""'militant""]"
03743.txt,"[""'target""]"
02093.txt,"[""'military"", ""'strategy"", ""'target""]"
02448.txt,"[""'strategic""]"
01134.txt,"[""'explosion""]"
02115.txt,"[""'land"", ""'military"", ""'security""]"
00668.txt,"[""'disastrous"", ""'execute"", ""'mission"", ""'radical"", ""'strategy""]"
03972.txt,"[""'mines"", ""'mines""]"
04013.txt,"[""'radical""]"
04097.txt,"[""'machine"", ""'security""]"
02046.txt,"[""'target""]"
03260.txt,"[""'target""]"
01300.txt,"[""'coalition"", ""'military"", ""'weapons""]"
01077.txt,"[""'kill""]"
04255.txt,"[""'military""]"
01483.txt,"[""'secret""]"
02289.txt,"[""'disaster""]"
00729.txt,"[""'fight"", ""'land""]"
03894.txt,"[""'attack"", ""'disastrous"", ""'missile"", ""'notorious"", ""'security"", ""'tank"", ""'target"", ""'threat""]"
03771.txt,"[""'strategic"", ""'strategy""]"
01953.txt,"[""'disease""]"
00684.txt,"[""'investigate"", ""'militaristic"", ""'mistreatment"", ""'security"", ""'strategy"", ""'target"", ""'violence""]"
01010.txt,"[""'secret""]"
00199.txt,"[""'fighter""]"
02444.txt,"[""'mines"", ""'mines""]"
00182.txt,"[""'bomb"", ""'disaster"", ""'explosion"", ""'explosive"", ""'injuries"", ""'missile"", ""'tank"", ""'wreckage""]"
03502.txt,"[""'proliferation"", ""'security""]"
02793.txt,"[""'devastation"", ""'disaster""]"
02788.txt,"[""'attack"", ""'explosion"", ""'machine"", ""'military"", ""'vicious"", ""'war""]"
04162.txt,"[""'assault"", ""'coalition""]"
00673.txt,"[""'attack"", ""'violence""]"
02295.txt,"[""'attack"", ""'death"", ""'guns"", ""'machine"", ""'guns"", ""'war""]"
03501.txt,"[""'attack"", ""'brutal"", ""'death"", ""'land"", ""'rebellion"", ""'retaliation"", ""'suffering"", ""'terror""]"
01736.txt,"[""'security""]"
03397.txt,"[""'fight""]"
01368.txt,"[""'assault"", ""'fight"", ""'guns"", ""'guns"", ""'radical"", ""'secret"", ""'war"", ""'weapons""]"
00799.txt,"[""'carnage""]"
02631.txt,"[""'destroy"", ""'destruction"", ""'strategy""]"
01446.txt,"[""'fight"", ""'guns"", ""'land"", ""'guns"", ""'mission"", ""'munitions"", ""'submarine"", ""'war""]"
02810.txt,"[""'attack""]"
04169.txt,"[""'assault"", ""'capture"", ""'guns"", ""'investigate"", ""'machine"", ""'guns"", ""'strategy"", ""'tactics""]"
02157.txt,"[""'attack""]"
02563.txt,"[""'conspiracy"", ""'disaster""]"
01518.txt,"[""'explosion"", ""'strategist""]"
00626.txt,"[""'strategist""]"
01756.txt,"[""'brutal"", ""'death"", ""'disease"", ""'military"", ""'overthrow"", ""'retaliation"", ""'retribution"", ""'revenge"", ""'seize"", ""'violence""]"
03031.txt,"[""'violence""]"
02509.txt,"[""'dead"", ""'death""]"
02257.txt,"[""'machine""]"
01851.txt,"[""'surrender""]"
03676.txt,"[""'strategic""]"
00863.txt,"[""'dead"", ""'kill"", ""'menace"", ""'outbreak"", ""'siege"", ""'war""]"
01145.txt,"[""'attack"", ""'coalition"", ""'death"", ""'security""]"
04252.txt,"[""'fight"", ""'retribution""]"
03800.txt,"[""'conspiracy"", ""'death""]"
00238.txt,"[""'hostile""]"
03058.txt,"[""'vicious""]"
02757.txt,"[""'war""]"
00038.txt,"[""'disastrous"", ""'strategist""]"
02919.txt,"[""'security""]"
00154.txt,"[""'radical""]"
01769.txt,"[""'breach"", ""'strategic""]"
01808.txt,"[""'notorious""]"
01772.txt,"[""'death"", ""'hijack"", ""'war""]"
03618.txt,"[""'security""]"
04017.txt,"[""'strategist""]"
01816.txt,"[""'death"", ""'machine"", ""'security""]"
01855.txt,"[""'strategic""]"
01832.txt,"[""'radical"", ""'strategy"", ""'tank"", ""'target""]"
00403.txt,"[""'suffering"", ""'target"", ""'threat""]"
00026.txt,"[""'secret"", ""'strategy""]"
04391.txt,"[""'annihilate"", ""'death"", ""'fight"", ""'strategist"", ""'target""]"
03859.txt,"[""'attack"", ""'militia"", ""'strategist"", ""'war""]"
02378.txt,"[""'dead"", ""'fight""]"
01495.txt,"[""'murder"", ""'strategic""]"
03582.txt,"[""'coalition"", ""'land""]"
01234.txt,"[""'land"", ""'satellite""]"
02743.txt,"[""'escape"", ""'suspect""]"
03960.txt,"[""'investigate""]"
01892.txt,"[""'attack"", ""'security"", ""'strategist"", ""'strategy"", ""'target"", ""'threat""]"
01402.txt,"[""'death"", ""'militant""]"
00282.txt,"[""'strategy""]"
00530.txt,"[""'security""]"
00643.txt,"[""'suffering""]"
02103.txt,"[""'attack"", ""'guided"", ""'injuries""]"
01299.txt,"[""'fight"", ""'strategy""]"
02249.txt,"[""'attack"", ""'security""]"
03012.txt,"[""'strategist""]"
00208.txt,"[""'strategic"", ""'strategy""]"
00146.txt,"[""'coalition"", ""'strategic"", ""'strategy""]"
02731.txt,"[""'security"", ""'strategy""]"
00978.txt,"[""'target""]"
00351.txt,"[""'land"", ""'strategy""]"
01426.txt,"[""'security""]"
03863.txt,"[""'security""]"
01649.txt,"[""'kill"", ""'murder""]"
00638.txt,"[""'satellite"", ""'strategy""]"
02984.txt,"[""'capture"", ""'strategy""]"
04304.txt,"[""'slaughter""]"
01430.txt,"[""'death"", ""'overthrow"", ""'tactics"", ""'terrorism"", ""'violence""]"
02301.txt,"[""'mission"", ""'suffering""]"
03040.txt,"[""'attack"", ""'bioterrorism"", ""'disease"", ""'tactics"", ""'target"", ""'weapons""]"
04312.txt,"[""'escape""]"
00100.txt,"[""'secrecy"", ""'target""]"
00855.txt,"[""'target""]"
04466.txt,"[""'mission"", ""'war""]"
02305.txt,"[""'capture""]"
00196.txt,"[""'assault"", ""'attack"", ""'strategy""]"
00227.txt,"[""'land"", ""'secret"", ""'wreckage""]"
03404.txt,"[""'violence""]"
02671.txt,"[""'attack"", ""'casualties"", ""'dead"", ""'flee"", ""'military"", ""'rebel"", ""'security""]"
02665.txt,"[""'fight"", ""'investigate"", ""'suffering""]"
02850.txt,"[""'death"", ""'war""]"
02542.txt,"[""'conspire"", ""'secrecy""]"
03565.txt,"[""'fight"", ""'target""]"
04068.txt,"[""'attack"", ""'strategy"", ""'target"", ""'war""]"
02822.txt,"[""'secret"", ""'strategy""]"
02529.txt,"[""'strategist""]"
00827.txt,"[""'dead"", ""'death"", ""'destruction"", ""'land"", ""'military""]"
02239.txt,"[""'dead"", ""'rocket""]"
00389.txt,"[""'capture"", ""'coalition"", ""'military"", ""'strategy"", ""'threat""]"
02049.txt,"[""'injuries"", ""'war""]"
00790.txt,"[""'attack"", ""'explosion"", ""'security"", ""'terrorist"", ""'wreckage""]"
02465.txt,"[""'destruction"", ""'investigations""]"
02862.txt,"[""'military"", ""'satellite"", ""'strategy""]"
04066.txt,"[""'conspiracy"", ""'execute"", ""'war""]"
02376.txt,"[""'hostile"", ""'machine""]"
01347.txt,"[""'death"", ""'strategy""]"
00958.txt,"[""'death"", ""'fight""]"
01171.txt,"[""'land""]"
02498.txt,"[""'assault""]"
02684.txt,"[""'strategic""]"
02479.txt,"[""'assault"", ""'attack"", ""'escape""]"
00421.txt,"[""'security"", ""'target""]"
04292.txt,"[""'strategy"", ""'target""]"
02925.txt,"[""'secrecy"", ""'secret""]"
00755.txt,"[""'land""]"
01766.txt,"[""'coalition"", ""'deadly"", ""'death"", ""'disaster"", ""'explosion"", ""'guided"", ""'hostility"", ""'massacre"", ""'military"", ""'missile"", ""'rebel"", ""'retaliation"", ""'revenge"", ""'seize"", ""'suffering"", ""'violence"", ""'war"", ""'weapons""]"
02588.txt,"[""'assault"", ""'dead"", ""'fight"", ""'guided"", ""'radical"", ""'strategic"", ""'strategist"", ""'strategy"", ""'target"", ""'violence"", ""'weapon"", ""'weapons""]"
00991.txt,"[""'land""]"
01282.txt,"[""'military""]"
00040.txt,"[""'hostility""]"
00445.txt,"[""'attack"", ""'bomb"", ""'fight"", ""'target""]"
00352.txt,"[""'mines"", ""'mines""]"
02210.txt,"[""'tank""]"
03071.txt,"[""'strategy""]"
04084.txt,"[""'security""]"
03919.txt,"[""'strategy""]"
02943.txt,"[""'attack"", ""'coalition"", ""'death"", ""'security""]"
03330.txt,"[""'deadly"", ""'guided"", ""'terrorist"", ""'wreckage""]"
02325.txt,"[""'security""]"
00270.txt,"[""'military"", ""'retaliation"", ""'slaughter"", ""'violence""]"
01825.txt,"[""'guided"", ""'kill""]"
03745.txt,"[""'escape"", ""'security"", ""'strategy"", ""'suffering""]"
02659.txt,"[""'machine"", ""'target""]"
00014.txt,"[""'coalition"", ""'notorious""]"
00921.txt,"[""'seize"", ""'target""]"
03828.txt,"[""'war""]"
04040.txt,"[""'disaster"", ""'escape"", ""'military"", ""'threat""]"
00651.txt,"[""'mines"", ""'mines""]"
01952.txt,"[""'security""]"
03415.txt,"[""'breach"", ""'fighter""]"
03061.txt,"[""'dead"", ""'rebel"", ""'strategy""]"
02098.txt,"[""'target""]"
02127.txt,"[""'assassinate"", ""'conspiracy""]"
02513.txt,"[""'attack"", ""'death"", ""'destruction"", ""'injuries"", ""'overthrow""]"
03599.txt,"[""'strategy"", ""'tactics""]"
00286.txt,"[""'suspect""]"
00736.txt,"[""'death"", ""'land"", ""'secret""]"
00572.txt,"[""'rebel"", ""'strategy"", ""'terrorist"", ""'violence"", ""'weapons""]"
02621.txt,"[""'assault"", ""'fight"", ""'strategy""]"
04107.txt,"[""'attack""]"
03619.txt,"[""'attack"", ""'defiant"", ""'execution"", ""'invasion"", ""'military"", ""'missile"", ""'security"", ""'strategic"", ""'threat"", ""'war""]"
01254.txt,"[""'assault"", ""'fight""]"
04045.txt,"[""'machine""]"
03298.txt,"[""'satellite"", ""'strategy""]"
02272.txt,"[""'strategic"", ""'war""]"
01852.txt,"[""'security""]"
04245.txt,"[""'attack"", ""'casualties"", ""'military"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
04427.txt,"[""'target""]"
04152.txt,"[""'retribution"", ""'strategy""]"
03212.txt,"[""'bioterrorism"", ""'threat""]"
02402.txt,"[""'security""]"
03405.txt,"[""'attack"", ""'guns"", ""'investigate"", ""'guns"", ""'terrorist""]"
01275.txt,"[""'defiant"", ""'disastrous"", ""'land"", ""'radical"", ""'sabotage"", ""'seize"", ""'satellite""]"
01084.txt,"[""'mines"", ""'mines""]"
02166.txt,"[""'secret""]"
01271.txt,"[""'explosive"", ""'weapon""]"
02395.txt,"[""'military"", ""'radical"", ""'weapons""]"
00731.txt,"[""'target""]"
04246.txt,"[""'threat""]"
00821.txt,"[""'military"", ""'terrorist"", ""'weapons""]"
04394.txt,"[""'coalition"", ""'flee"", ""'mission""]"
00465.txt,"[""'bomb"", ""'security"", ""'violence"", ""'war""]"
00383.txt,"[""'attack"", ""'security"", ""'terror""]"
01945.txt,"[""'strategy""]"
03008.txt,"[""'strategy"", ""'war""]"
02783.txt,"[""'strategy""]"
01323.txt,"[""'disaster"", ""'military""]"
00050.txt,"[""'death""]"
03667.txt,"[""'deadly"", ""'death"", ""'fight"", ""'land"", ""'military"", ""'murder"", ""'strategy"", ""'terrorism"", ""'terrorist"", ""'violence"", ""'weapons""]"
02622.txt,"[""'security""]"
00067.txt,"[""'military"", ""'mission"", ""'secret"", ""'war""]"
02391.txt,"[""'strategy""]"
00679.txt,"[""'fatal""]"
01366.txt,"[""'land""]"
03626.txt,"[""'destruction""]"
01051.txt,"[""'capture"", ""'strategy""]"
02126.txt,"[""'murder""]"
02328.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'fighter"", ""'infantry"", ""'land"", ""'military"", ""'rebel"", ""'siege"", ""'war""]"
00599.txt,"[""'land"", ""'rebellion""]"
01594.txt,"[""'bomb"", ""'threat""]"
03310.txt,"[""'escape"", ""'security""]"
03312.txt,"[""'military"", ""'security"", ""'war""]"
00803.txt,"[""'bomb"", ""'dead"", ""'bombs"", ""'mines"", ""'machine"", ""'mines""]"
02977.txt,"[""'disaster""]"
03937.txt,"[""'attack"", ""'coalition"", ""'death"", ""'security""]"
00358.txt,"[""'military"", ""'missile"", ""'proliferation"", ""'satellite""]"
03268.txt,"[""'annihilate"", ""'death"", ""'fight"", ""'strategist"", ""'target""]"
01087.txt,"[""'attack"", ""'coalition"", ""'military"", ""'security"", ""'strategist"", ""'target"", ""'war""]"
02146.txt,"[""'explode"", ""'fight"", ""'violence""]"
01398.txt,"[""'investigate"", ""'strategy""]"
01998.txt,"[""'violence""]"
04293.txt,"[""'military""]"
02281.txt,"[""'die"", ""'rage"", ""'suffering"", ""'target""]"
00337.txt,"[""'death"", ""'strategist"", ""'suspect"", ""'war""]"
00262.txt,"[""'assault"", ""'attack""]"
01981.txt,"[""'wreckage""]"
03895.txt,"[""'attack"", ""'bomb"", ""'bombs"", ""'military"", ""'terrorist"", ""'threat"", ""'weapon"", ""'weapons""]"
02989.txt,"[""'security""]"
01589.txt,"[""'strategy""]"
03913.txt,"[""'injuries""]"
01969.txt,"[""'war""]"
01379.txt,"[""'mission"", ""'strategic""]"
00930.txt,"[""'disease"", ""'fatal""]"
01874.txt,"[""'machine""]"
03532.txt,"[""'security"", ""'violence"", ""'war""]"
03539.txt,"[""'dead"", ""'kill"", ""'menace"", ""'outbreak"", ""'siege"", ""'war""]"
03729.txt,"[""'tank"", ""'war""]"
02719.txt,"[""'target""]"
01356.txt,"[""'devastation"", ""'evacuate"", ""'satellite"", ""'tank""]"
01962.txt,"[""'strategy""]"
00453.txt,"[""'strategy""]"
00259.txt,"[""'guns"", ""'horrific"", ""'guns"", ""'mayhem"", ""'murder"", ""'surrender"", ""'violence"", ""'weapon"", ""'weapons""]"
01190.txt,"[""'conspiracy""]"
01902.txt,"[""'military"", ""'murder"", ""'security""]"
01636.txt,"[""'carnage"", ""'explosion"", ""'security"", ""'wreckage""]"
03813.txt,"[""'security""]"
02878.txt,"[""'disease""]"
02242.txt,"[""'deadly"", ""'hostility"", ""'land"", ""'security"", ""'war""]"
04193.txt,"[""'strategy""]"
03718.txt,"[""'strategy""]"
00347.txt,"[""'invasion"", ""'massacre"", ""'military"", ""'security"", ""'violence""]"
00775.txt,"[""'chaos"", ""'disaster"", ""'mission"", ""'security"", ""'strategy"", ""'war""]"
00889.txt,"[""'explosion"", ""'fight"", ""'investigations""]"
00206.txt,"[""'disaster"", ""'fighter"", ""'military"", ""'provocation"", ""'reconnaissance"", ""'security"", ""'tank"", ""'war""]"
03241.txt,"[""'invasion"", ""'land"", ""'militant"", ""'military"", ""'security"", ""'strategy""]"
00584.txt,"[""'investigations"", ""'tank""]"
01194.txt,"[""'attack"", ""'bombardment"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
04434.txt,"[""'target""]"
01866.txt,"[""'mines"", ""'mines""]"
01652.txt,"[""'invasion"", ""'retaliation"", ""'weapon""]"
03784.txt,"[""'security""]"
01170.txt,"[""'destroy"", ""'fight""]"
03280.txt,"[""'strategic""]"
03410.txt,"[""'assault"", ""'deadly"", ""'death"", ""'die"", ""'explode"", ""'fight"", ""'guns"", ""'land"", ""'guns"", ""'strategy"", ""'weapons""]"
01503.txt,"[""'fighter"", ""'land"", ""'military"", ""'rebellion"", ""'retaliation"", ""'security"", ""'war""]"
00446.txt,"[""'strategy"", ""'tactics""]"
00999.txt,"[""'security"", ""'strategy""]"
04256.txt,"[""'deadly"", ""'target""]"
02748.txt,"[""'satellite"", ""'war""]"
02104.txt,"[""'deadly""]"
03112.txt,"[""'target""]"
03467.txt,"[""'capture""]"
00977.txt,"[""'assault"", ""'attack"", ""'guns"", ""'guns"", ""'threaten"", ""'violence"", ""'weapons""]"
03849.txt,"[""'dead"", ""'grenade"", ""'land""]"
03684.txt,"[""'destroy"", ""'destruction"", ""'target"", ""'threat"", ""'violence""]"
00842.txt,"[""'death"", ""'die"", ""'fight""]"
03325.txt,"[""'mission"", ""'security"", ""'strategy"", ""'violence""]"
02116.txt,"[""'disaster""]"
03825.txt,"[""'target""]"
03945.txt,"[""'death"", ""'war""]"
03590.txt,"[""'coalition"", ""'death"", ""'kill"", ""'maim""]"
00073.txt,"[""'casualties"", ""'dead"", ""'military"", ""'mission"", ""'rebel"", ""'security"", ""'war""]"
02160.txt,"[""'assault"", ""'death"", ""'explosive"", ""'fight"", ""'military"", ""'security"", ""'target""]"
03206.txt,"[""'threaten""]"
00209.txt,"[""'flee"", ""'land"", ""'security"", ""'war""]"
02347.txt,"[""'attack"", ""'military""]"
02304.txt,"[""'destroy"", ""'military"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
02323.txt,"[""'coalition"", ""'malicious"", ""'military"", ""'murder""]"
00150.txt,"[""'fighter""]"
01896.txt,"[""'capture"", ""'radical"", ""'war""]"
02780.txt,"[""'attack"", ""'missile"", ""'war""]"
02015.txt,"[""'fight"", ""'mission"", ""'suspect""]"
00945.txt,"[""'penetration"", ""'war""]"
01023.txt,"[""'dead"", ""'death"", ""'disease"", ""'land"", ""'rocket"", ""'war""]"
04096.txt,"[""'disastrous""]"
01864.txt,"[""'capture"", ""'escape"", ""'military""]"
01764.txt,"[""'destroy"", ""'explosion"", ""'target""]"
04230.txt,"[""'strategy"", ""'threat""]"
01317.txt,"[""'strategic""]"
00712.txt,"[""'conspiracy"", ""'death"", ""'security""]"
01070.txt,"[""'land""]"
02771.txt,"[""'strategic""]"
01011.txt,"[""'security""]"
04083.txt,"[""'security"", ""'terrorism"", ""'weapon""]"
01431.txt,"[""'chaos"", ""'satellite"", ""'strategy""]"
00434.txt,"[""'coalition"", ""'dead"", ""'hostile"", ""'security"", ""'strategy"", ""'suffering"", ""'threat""]"
01640.txt,"[""'kill"", ""'strategy""]"
02957.txt,"[""'fight"", ""'militant""]"
03623.txt,"[""'hostile"", ""'strategy"", ""'target""]"
03625.txt,"[""'injuries""]"
00394.txt,"[""'strategic""]"
04300.txt,"[""'tactics""]"
02487.txt,"[""'war""]"
02612.txt,"[""'strategist""]"
02574.txt,"[""'strategy""]"
04460.txt,"[""'strategy""]"
03214.txt,"[""'investigate""]"
01159.txt,"[""'rebel"", ""'suffering""]"
02826.txt,"[""'war""]"
00055.txt,"[""'land""]"
03677.txt,"[""'war""]"
02193.txt,"[""'escape"", ""'weapon""]"
01557.txt,"[""'murder"", ""'security"", ""'suffering"", ""'violence""]"
03861.txt,"[""'hostile"", ""'target""]"
00817.txt,"[""'fight"", ""'bombs"", ""'security"", ""'surrender""]"
04271.txt,"[""'destroy"", ""'fight""]"
01584.txt,"[""'tank"", ""'terror""]"
00164.txt,"[""'strategy""]"
01565.txt,"[""'infantry"", ""'investigate"", ""'investigations"", ""'terrorism"", ""'terrorist"", ""'threat"", ""'wreckage""]"
00582.txt,"[""'attack"", ""'insurgent"", ""'military"", ""'security"", ""'threaten"", ""'weapons""]"
03821.txt,"[""'land""]"
04100.txt,"[""'strategy""]"
03852.txt,"[""'explode"", ""'target""]"
01743.txt,"[""'die"", ""'suffering"", ""'war""]"
00476.txt,"[""'land"", ""'strategic"", ""'tank""]"
